user_id,ga_session_id,country,device,type,item_id,date
18012,15127,US,mobile,purchase,420,2020-11-04 23:28:18
18012,15127,US,mobile,purchase,292,2020-11-04 23:28:18
18012,15127,US,mobile,purchase,165,2020-11-04 23:28:18
1064,17624,US,tablet,purchase,29,2020-11-05 07:03:26
20885,17626,US,desktop,purchase,699,2020-11-05 07:44:05
176,16176,US,mobile,purchase,510,2020-11-05 09:13:18
176,16176,US,mobile,purchase,396,2020-11-05 09:13:18
176,16176,US,mobile,purchase,538,2020-11-05 09:13:18
176,16176,US,mobile,purchase,183,2020-11-05 09:13:18
11966,16179,IN,mobile,purchase,49,2020-11-05 14:08:46
11966,16179,IN,mobile,purchase,45,2020-11-05 14:08:46
11966,16179,IN,mobile,purchase,288,2020-11-05 14:08:46
11966,16179,IN,mobile,purchase,316,2020-11-05 14:08:46
2883,15567,US,desktop,purchase,228,2020-11-05 20:12:08
2883,15567,US,desktop,purchase,495,2020-11-05 20:12:08
2883,15567,US,desktop,purchase,3,2020-11-05 20:12:08
2883,15567,US,desktop,purchase,204,2020-11-05 20:12:08
2883,15567,US,desktop,purchase,30,2020-11-05 20:12:08
2883,15567,US,desktop,purchase,351,2020-11-05 20:12:08
31359,17551,US,desktop,purchase,185,2020-11-06 00:58:03
21184,17555,CN,desktop,purchase,490,2020-11-06 01:12:24
31387,16133,IT,desktop,purchase,19,2020-11-06 02:23:11
31387,16133,IT,desktop,purchase,266,2020-11-06 02:23:11
31387,16133,IT,desktop,purchase,40,2020-11-06 02:23:11
31387,16133,IT,desktop,purchase,247,2020-11-06 02:23:11
10168,17057,IN,mobile,purchase,201,2020-11-06 04:04:10
10168,17057,IN,mobile,purchase,49,2020-11-06 04:04:10
245,15547,IN,desktop,purchase,471,2020-11-06 05:12:39
245,15547,IN,desktop,purchase,102,2020-11-06 05:12:39
245,15547,IN,desktop,purchase,205,2020-11-06 05:12:39
245,15547,IN,desktop,purchase,29,2020-11-06 05:12:39
245,15547,IN,desktop,purchase,515,2020-11-06 05:12:39
245,15547,IN,desktop,purchase,237,2020-11-06 05:12:39
17307,17557,IT,desktop,purchase,103,2020-11-06 06:19:44
12719,17556,NL,desktop,purchase,9,2020-11-06 06:35:12
14030,17552,PK,mobile,purchase,8,2020-11-06 14:30:14
11075,17553,US,mobile,purchase,21,2020-11-06 14:54:23
14644,15871,IN,tablet,purchase,15,2020-11-06 15:25:21
14644,15871,IN,tablet,purchase,649,2020-11-06 15:25:21
14644,15871,IN,tablet,purchase,41,2020-11-06 15:25:21
14644,15871,IN,tablet,purchase,8,2020-11-06 15:25:21
14644,15871,IN,tablet,purchase,19,2020-11-06 15:25:21
881,17066,US,mobile,purchase,425,2020-11-06 15:30:23
881,17066,US,mobile,purchase,139,2020-11-06 15:30:23
10474,17062,KR,desktop,purchase,433,2020-11-06 19:35:11
10474,17062,KR,desktop,purchase,689,2020-11-06 19:35:11
25430,15181,US,mobile,purchase,774,2020-11-06 20:06:10
25430,15181,US,mobile,purchase,499,2020-11-06 20:06:10
25430,15181,US,mobile,purchase,202,2020-11-06 20:06:10
25430,15181,US,mobile,purchase,7,2020-11-06 20:06:10
25430,15181,US,mobile,purchase,425,2020-11-06 20:06:10
25430,15181,US,mobile,purchase,35,2020-11-06 20:06:10
25430,15181,US,mobile,purchase,351,2020-11-06 20:06:10
25430,15181,US,mobile,purchase,99,2020-11-06 20:06:10
29028,16132,IN,desktop,purchase,459,2020-11-06 22:59:14
29028,16132,IN,desktop,purchase,34,2020-11-06 22:59:14
29028,16132,IN,desktop,purchase,68,2020-11-06 22:59:14
29028,16132,IN,desktop,purchase,552,2020-11-06 22:59:14
165,17441,US,desktop,purchase,185,2020-11-07 00:31:41
7476,15485,US,desktop,purchase,315,2020-11-07 01:25:06
7476,15485,US,desktop,purchase,48,2020-11-07 01:25:06
7476,15485,US,desktop,purchase,292,2020-11-07 01:25:06
7476,15485,US,desktop,purchase,86,2020-11-07 01:25:06
7476,15485,US,desktop,purchase,306,2020-11-07 01:25:06
7476,15485,US,desktop,purchase,186,2020-11-07 01:25:06
21771,16935,IN,desktop,purchase,492,2020-11-07 01:45:16
21771,16935,IN,desktop,purchase,29,2020-11-07 01:45:16
3859,16408,IN,mobile,purchase,112,2020-11-07 05:04:20
3859,16408,IN,mobile,purchase,153,2020-11-07 05:04:20
3859,16408,IN,mobile,purchase,3,2020-11-07 05:04:20
25456,17443,KR,desktop,purchase,117,2020-11-07 07:41:28
7475,15302,TR,mobile,purchase,48,2020-11-07 11:22:07
7475,15302,TR,mobile,purchase,94,2020-11-07 11:22:07
7475,15302,TR,mobile,purchase,304,2020-11-07 11:22:07
7475,15302,TR,mobile,purchase,292,2020-11-07 11:22:07
7475,15302,TR,mobile,purchase,306,2020-11-07 11:22:07
7475,15302,TR,mobile,purchase,230,2020-11-07 11:22:07
7475,15302,TR,mobile,purchase,112,2020-11-07 11:22:07
21780,15484,US,desktop,purchase,148,2020-11-07 13:56:21
21780,15484,US,desktop,purchase,77,2020-11-07 13:56:21
21780,15484,US,desktop,purchase,126,2020-11-07 13:56:21
21780,15484,US,desktop,purchase,278,2020-11-07 13:56:21
21780,15484,US,desktop,purchase,122,2020-11-07 13:56:21
21780,15484,US,desktop,purchase,388,2020-11-07 13:56:21
18217,15991,SE,mobile,purchase,39,2020-11-07 20:09:01
18217,15991,SE,mobile,purchase,433,2020-11-07 20:09:01
18217,15991,SE,mobile,purchase,48,2020-11-07 20:09:01
18217,15991,SE,mobile,purchase,66,2020-11-07 20:09:01
18193,16939,TR,desktop,purchase,12,2020-11-07 22:03:10
18193,16939,TR,desktop,purchase,564,2020-11-07 22:03:10
27004,15833,CA,desktop,purchase,200,2020-11-08 06:43:05
27004,15833,CA,desktop,purchase,12,2020-11-08 06:43:05
27004,15833,CA,desktop,purchase,29,2020-11-08 06:43:05
27004,15833,CA,desktop,purchase,205,2020-11-08 06:43:05
27004,15833,CA,desktop,purchase,260,2020-11-08 06:43:05
11061,16007,CN,desktop,purchase,638,2020-11-08 07:53:44
11061,16007,CN,desktop,purchase,594,2020-11-08 07:53:44
26995,17446,US,mobile,purchase,3,2020-11-08 07:54:52
11061,16007,CN,desktop,purchase,638,2020-11-08 07:55:09
11061,16007,CN,desktop,purchase,594,2020-11-08 07:55:09
18872,17452,IN,tablet,purchase,12,2020-11-08 12:39:26
5380,16430,US,mobile,purchase,55,2020-11-08 15:17:32
5380,16430,US,mobile,purchase,34,2020-11-08 15:17:32
5380,16430,US,mobile,purchase,64,2020-11-08 15:17:32
27001,16431,PT,mobile,purchase,74,2020-11-08 16:07:12
27001,16431,PT,mobile,purchase,49,2020-11-08 16:07:12
27001,16431,PT,mobile,purchase,94,2020-11-08 16:07:12
16159,16960,US,mobile,purchase,122,2020-11-08 22:08:29
16159,16960,US,mobile,purchase,305,2020-11-08 22:08:29
5401,16009,AU,desktop,purchase,481,2020-11-08 22:58:55
5401,16009,AU,desktop,purchase,247,2020-11-08 22:58:55
5401,16009,AU,desktop,purchase,164,2020-11-08 22:58:55
5401,16009,AU,desktop,purchase,64,2020-11-08 22:58:55
16272,15947,CA,desktop,purchase,66,2020-11-09 04:02:12
16272,15947,CA,desktop,purchase,67,2020-11-09 04:02:12
16272,15947,CA,desktop,purchase,68,2020-11-09 04:02:12
16272,15947,CA,desktop,purchase,69,2020-11-09 04:02:12
1852,16370,US,desktop,purchase,41,2020-11-09 08:23:57
1852,16370,US,desktop,purchase,42,2020-11-09 08:23:57
1852,16370,US,desktop,purchase,43,2020-11-09 08:23:57
181,16375,JP,mobile,purchase,3,2020-11-09 10:21:33
181,16375,JP,mobile,purchase,8,2020-11-09 10:21:33
181,16375,JP,mobile,purchase,54,2020-11-09 10:21:33
12711,16894,CO,desktop,purchase,25,2020-11-09 10:24:30
12711,16894,CO,desktop,purchase,26,2020-11-09 10:24:30
5522,16889,US,mobile,purchase,3,2020-11-09 11:03:13
5522,16889,US,mobile,purchase,3,2020-11-09 11:05:33
18806,16371,IN,desktop,purchase,44,2020-11-09 11:54:13
18806,16371,IN,desktop,purchase,45,2020-11-09 11:54:13
18806,16371,IN,desktop,purchase,46,2020-11-09 11:54:13
11451,10736,US,mobile,purchase,25,2020-11-09 12:04:40
11451,10736,US,mobile,purchase,50,2020-11-09 12:04:40
11451,10736,US,mobile,purchase,47,2020-11-09 12:04:40
11451,10736,US,mobile,purchase,48,2020-11-09 12:09:45
11451,10736,US,mobile,purchase,25,2020-11-09 12:09:45
11451,10736,US,mobile,purchase,47,2020-11-09 12:09:45
11451,10736,US,mobile,purchase,47,2020-11-09 12:18:44
11451,10736,US,mobile,purchase,48,2020-11-09 12:18:44
11451,10736,US,mobile,purchase,25,2020-11-09 12:18:44
11451,10736,US,mobile,purchase,47,2020-11-09 12:27:57
11451,10736,US,mobile,purchase,25,2020-11-09 12:27:57
11451,10736,US,mobile,purchase,48,2020-11-09 12:27:57
15489,16893,,desktop,purchase,23,2020-11-09 15:36:09
15489,16893,,desktop,purchase,24,2020-11-09 15:36:09
23490,16374,CA,desktop,purchase,52,2020-11-09 16:05:33
23490,16374,CA,desktop,purchase,53,2020-11-09 16:05:33
23490,16374,CA,desktop,purchase,11,2020-11-09 16:05:33
741,17412,,mobile,purchase,15,2020-11-09 18:02:45
30748,17407,DE,desktop,purchase,9,2020-11-09 20:14:55
27120,16892,IN,desktop,purchase,21,2020-11-09 21:48:52
27120,16892,IN,desktop,purchase,22,2020-11-09 21:48:52
29035,16376,FI,mobile,purchase,55,2020-11-09 21:59:02
29035,16376,FI,mobile,purchase,56,2020-11-09 21:59:02
29035,16376,FI,mobile,purchase,57,2020-11-09 21:59:02
11451,16372,US,mobile,purchase,25,2020-11-09 22:10:47
11451,16372,US,mobile,purchase,48,2020-11-09 22:10:47
11451,16372,US,mobile,purchase,49,2020-11-09 22:10:47
25846,17409,PL,desktop,purchase,11,2020-11-09 23:10:31
11598,16369,ID,desktop,purchase,14,2020-11-09 23:29:06
11598,16369,ID,desktop,purchase,33,2020-11-09 23:32:41
11598,16369,ID,desktop,purchase,34,2020-11-09 23:32:41
25732,15948,NL,desktop,purchase,70,2020-11-09 23:54:20
25732,15948,NL,desktop,purchase,71,2020-11-09 23:54:20
25732,15948,NL,desktop,purchase,72,2020-11-09 23:54:20
25732,15948,NL,desktop,purchase,73,2020-11-09 23:54:20
9155,17602,SI,mobile,purchase,16,2020-11-10 01:27:14
25008,17594,EG,desktop,purchase,751,2020-11-10 01:33:38
32411,16148,IN,mobile,purchase,66,2020-11-10 01:43:28
32411,16148,IN,mobile,purchase,17,2020-11-10 01:43:28
32411,16148,IN,mobile,purchase,69,2020-11-10 01:43:28
32411,16148,IN,mobile,purchase,126,2020-11-10 01:43:28
19995,17593,US,desktop,purchase,553,2020-11-10 04:24:45
1857,17587,US,mobile,purchase,38,2020-11-10 06:27:43
6647,17600,KR,mobile,purchase,8,2020-11-10 06:31:02
14402,17096,TR,mobile,purchase,64,2020-11-10 13:15:27
14402,17096,TR,mobile,purchase,184,2020-11-10 13:15:27
14397,16530,CN,mobile,purchase,464,2020-11-10 14:01:14
14397,16530,CN,mobile,purchase,521,2020-11-10 14:01:14
14397,16530,CN,mobile,purchase,202,2020-11-10 14:01:14
10851,17092,JP,desktop,purchase,146,2020-11-10 14:44:38
10851,17092,JP,desktop,purchase,153,2020-11-10 14:44:38
15257,15880,IT,desktop,purchase,64,2020-11-10 15:14:03
15257,15880,IT,desktop,purchase,8,2020-11-10 15:14:03
15257,15880,IT,desktop,purchase,299,2020-11-10 15:14:03
15257,15880,IT,desktop,purchase,347,2020-11-10 15:14:03
15257,15880,IT,desktop,purchase,698,2020-11-10 15:14:03
3574,16150,GB,mobile,purchase,492,2020-11-10 17:12:48
3574,16150,GB,mobile,purchase,567,2020-11-10 17:12:48
3574,16150,GB,mobile,purchase,74,2020-11-10 17:12:48
3574,16150,GB,mobile,purchase,64,2020-11-10 17:12:48
30618,17095,IN,mobile,purchase,38,2020-11-10 18:30:56
30618,17095,IN,mobile,purchase,651,2020-11-10 18:30:56
27127,16529,US,mobile,purchase,48,2020-11-10 19:24:23
27127,16529,US,mobile,purchase,110,2020-11-10 19:24:23
27127,16529,US,mobile,purchase,92,2020-11-10 19:24:23
864,14737,US,desktop,purchase,318,2020-11-10 21:07:25
864,14737,US,desktop,purchase,262,2020-11-10 21:07:25
864,14737,US,desktop,purchase,84,2020-11-10 21:07:25
864,14737,US,desktop,purchase,93,2020-11-10 21:07:25
864,14737,US,desktop,purchase,69,2020-11-10 21:07:25
864,14737,US,desktop,purchase,321,2020-11-10 21:07:25
864,14737,US,desktop,purchase,119,2020-11-10 21:07:25
864,14737,US,desktop,purchase,105,2020-11-10 21:07:25
864,14737,US,desktop,purchase,91,2020-11-10 21:07:25
864,14737,US,desktop,purchase,49,2020-11-10 21:07:25
864,14737,US,desktop,purchase,478,2020-11-10 21:07:25
21579,17099,US,mobile,purchase,73,2020-11-10 23:01:00
21579,17099,US,mobile,purchase,3,2020-11-10 23:01:00
11946,15045,CA,mobile,purchase,304,2020-11-11 01:09:20
11946,15045,CA,mobile,purchase,306,2020-11-11 01:09:20
11946,15045,CA,mobile,purchase,292,2020-11-11 01:09:20
4736,17619,US,mobile,purchase,204,2020-11-11 01:12:31
11946,15045,CA,mobile,purchase,411,2020-11-11 01:44:50
11946,15045,CA,mobile,purchase,229,2020-11-11 01:44:50
11946,15045,CA,mobile,purchase,776,2020-11-11 01:44:50
11946,15045,CA,mobile,purchase,708,2020-11-11 01:44:50
11946,15045,CA,mobile,purchase,170,2020-11-11 01:44:50
11946,15045,CA,mobile,purchase,645,2020-11-11 01:44:50
11935,16555,US,desktop,purchase,8,2020-11-11 04:42:11
11935,16555,US,desktop,purchase,256,2020-11-11 04:42:11
11935,16555,US,desktop,purchase,49,2020-11-11 04:42:11
4696,17104,CA,mobile,purchase,106,2020-11-11 08:34:01
4696,17104,CA,mobile,purchase,230,2020-11-11 08:34:01
4694,16550,IN,desktop,purchase,56,2020-11-11 10:13:58
4694,16550,IN,desktop,purchase,365,2020-11-11 10:13:58
4694,16550,IN,desktop,purchase,770,2020-11-11 10:13:58
15503,16553,IN,desktop,purchase,117,2020-11-11 11:22:25
15503,16553,IN,desktop,purchase,563,2020-11-11 11:22:25
15503,16553,IN,desktop,purchase,148,2020-11-11 11:22:25
25966,17617,US,desktop,purchase,51,2020-11-11 12:09:36
29934,17102,US,desktop,purchase,2,2020-11-11 14:34:31
29934,17102,US,desktop,purchase,8,2020-11-11 14:34:31
4685,10793,US,mobile,purchase,67,2020-11-11 16:32:47
4685,10793,US,mobile,purchase,147,2020-11-11 16:32:47
4685,10793,US,mobile,purchase,376,2020-11-11 16:32:47
4685,10793,US,mobile,purchase,288,2020-11-11 16:32:47
4685,10793,US,mobile,purchase,287,2020-11-11 16:32:47
4685,10793,US,mobile,purchase,1,2020-11-11 16:32:47
4685,10793,US,mobile,purchase,91,2020-11-11 16:32:47
4685,10793,US,mobile,purchase,112,2020-11-11 16:32:47
4685,10793,US,mobile,purchase,768,2020-11-11 16:32:47
4685,10793,US,mobile,purchase,246,2020-11-11 16:32:47
4685,10793,US,mobile,purchase,321,2020-11-11 16:32:47
4685,10793,US,mobile,purchase,69,2020-11-11 16:32:47
1078,17615,UA,mobile,purchase,213,2020-11-11 18:17:42
26356,16562,US,mobile,purchase,658,2020-11-11 18:18:31
26356,16562,US,mobile,purchase,204,2020-11-11 18:18:31
26356,16562,US,mobile,purchase,159,2020-11-11 18:18:31
1063,15563,US,desktop,purchase,55,2020-11-11 19:21:22
1063,15563,US,desktop,purchase,378,2020-11-11 19:21:22
1063,15563,US,desktop,purchase,111,2020-11-11 19:21:22
1063,15563,US,desktop,purchase,185,2020-11-11 19:21:22
1063,15563,US,desktop,purchase,165,2020-11-11 19:21:22
1063,15563,US,desktop,purchase,371,2020-11-11 19:21:22
19034,17103,US,desktop,purchase,44,2020-11-11 19:50:39
19034,17103,US,desktop,purchase,180,2020-11-11 19:50:39
8331,16548,PH,desktop,purchase,67,2020-11-11 20:15:28
8331,16548,PH,desktop,purchase,69,2020-11-11 20:15:28
8331,16548,PH,desktop,purchase,287,2020-11-11 20:15:28
8354,17610,US,mobile,purchase,258,2020-11-11 22:40:58
22709,17533,US,desktop,purchase,146,2020-11-12 02:09:47
6438,17540,IN,desktop,purchase,208,2020-11-12 02:21:08
8524,17545,US,mobile,purchase,15,2020-11-12 02:42:58
26312,15169,US,mobile,purchase,561,2020-11-12 03:24:02
26312,15169,US,mobile,purchase,22,2020-11-12 03:24:02
26312,15169,US,mobile,purchase,650,2020-11-12 03:24:02
26312,15169,US,mobile,purchase,264,2020-11-12 03:24:02
26312,15169,US,mobile,purchase,516,2020-11-12 03:24:02
26312,15169,US,mobile,purchase,124,2020-11-12 03:24:02
26312,15169,US,mobile,purchase,648,2020-11-12 03:24:02
26312,15169,US,mobile,purchase,156,2020-11-12 03:24:02
22663,15527,TW,desktop,purchase,20,2020-11-12 05:06:53
22663,15527,TW,desktop,purchase,258,2020-11-12 05:06:53
22663,15527,TW,desktop,purchase,135,2020-11-12 05:06:53
22663,15527,TW,desktop,purchase,46,2020-11-12 05:06:53
22663,15527,TW,desktop,purchase,362,2020-11-12 05:06:53
22663,15527,TW,desktop,purchase,201,2020-11-12 05:06:53
4229,16501,US,mobile,purchase,38,2020-11-12 06:55:36
4229,16501,US,mobile,purchase,651,2020-11-12 06:55:36
4229,16501,US,mobile,purchase,457,2020-11-12 06:55:36
19496,17546,AE,desktop,purchase,213,2020-11-12 09:38:24
2806,17547,DK,desktop,purchase,146,2020-11-12 11:14:51
6440,17030,KR,mobile,purchase,76,2020-11-12 15:12:23
6440,17030,KR,mobile,purchase,128,2020-11-12 15:12:23
15298,16503,TW,mobile,purchase,64,2020-11-12 16:34:52
15298,16503,TW,mobile,purchase,231,2020-11-12 16:34:52
15298,16503,TW,mobile,purchase,563,2020-11-12 16:34:52
15257,17536,IT,desktop,purchase,444,2020-11-12 18:09:32
2787,10566,SI,mobile,purchase,126,2020-11-12 21:43:02
2787,10566,SI,mobile,purchase,256,2020-11-12 21:43:02
2787,10566,SI,mobile,purchase,91,2020-11-12 21:43:02
2787,10566,SI,mobile,purchase,379,2020-11-12 21:43:02
2787,10566,SI,mobile,purchase,347,2020-11-12 21:43:02
2787,10566,SI,mobile,purchase,114,2020-11-12 21:43:02
2787,10566,SI,mobile,purchase,312,2020-11-12 21:43:02
2787,10566,SI,mobile,purchase,26,2020-11-12 21:43:02
2787,10566,SI,mobile,purchase,230,2020-11-12 21:43:02
2787,10566,SI,mobile,purchase,174,2020-11-12 21:43:02
2787,10566,SI,mobile,purchase,62,2020-11-12 21:43:02
2787,10566,SI,mobile,purchase,48,2020-11-12 21:43:02
2787,10566,SI,mobile,purchase,381,2020-11-12 21:43:02
26307,17024,CO,mobile,purchase,99,2020-11-12 22:12:58
